,Gene,AnomalyScore
5453,PNLIPRP1,5.548237
1430,TLN2,5.5480995
3943,SLBP,5.546836
3814,PRRX1,5.545295
212,EFNA2,5.5425525
5055,GPC6,5.542163
535,DNAJB6,5.5389667
1782,CHIA,5.537386
4927,FABP5,5.535855
1623,RAMP1,5.5354724
5862,TMPO,5.5324106
3260,CAPNS2,5.532217
1722,SLIT1,5.5254188
4500,HAPLN1,5.5240483
5297,UTS2B,5.523886
5865,HSD17B7,5.522121
4216,NSUN6,5.5204415
2605,PIM2,5.5200024
1400,SFRP1,5.519355
5197,SUSD3,5.5181756
363,TMPRSS6,5.516707
3576,RAB38,5.514451
2808,GTF2B,5.5116596
1118,IL20RB,5.510669
3533,KCTD15,5.5094185
6073,ADRM1,5.508283
3986,COMMD5,5.498927
4861,HSD17B1,5.497679
5646,OPALIN,5.497416
5215,IL9,5.496946
181,SUDS3,5.494448
3774,SOX10,5.488829
1062,NEGR1,5.4851522
3536,MITD1,5.477335
1304,FGF16,5.472713
2128,CKMT2,5.467434
5182,CXCL14,5.4660873
3747,TKFC,5.464732
4652,LY86,5.463107
3291,CREM,5.461278
5615,ST6GALNAC6,5.4611025
4360,SOD1,5.4610767
1226,RFESD,5.4595213
1765,UNC5D,5.4584312
2538,LRP4,5.4571724
5414,ICAM4,5.4564657
1463,EFNB2,5.4534974
1767,DKKL1,5.4517903
5184,NECTIN4,5.451205
5009,SCARF1,5.4476113
6370,TMEM59L,5.444816
2695,RCAN3,5.4443636
224,HHIP,5.442942
22,BRD4,5.4406266
2788,MMACHC,5.4379134
6224,FGF22,5.4355373
343,CXADR,5.435417
930,NLRP4,5.4339957
1020,EWSR1,5.43235
5420,COLEC10,5.428163
4234,SOX9,5.4280553
858,DOT1L,5.4279046
5737,AMY1A,5.4269276
5574,C4BPB,5.4237056
3507,VCPIP1,5.4236093
2959,USF1,5.4229307
2714,SCN3B,5.4212437
6336,XRCC4,5.413032
1303,FGF19,5.408193
4902,CCL19,5.4058256
4657,LRPAP1,5.40544
777,EFS,5.40428
4299,IL6ST,5.403501
2523,PDCD6,5.4014354
5721,PARP16,5.395727
2103,CXCL11,5.391274
2928,HUS1,5.386412
783,ARF3,5.3863473
1760,PLA2G2D,5.3860793
2150,NOP16,5.3841186
887,RFXAP,5.383523
4864,PPIB,5.3835063
4894,PLA2G1B,5.3829966
4633,VIP,5.3825297
3396,PITX2,5.3820453
3522,TCEAL4,5.3817916
3752,DMTN,5.3816514
841,RAD1,5.381346
544,TRAF4,5.3799186
4878,IL1A,5.3753867
3527,TLDC2,5.3697267
4341,NCR2,5.3695154
612,BUB1,5.367482
1566,MAD2L1,5.3657503
3733,TIMM13,5.3638906
4869,LPO,5.3596478
4300,HMOX2,5.3595247
1803,COL6A2,5.3567586
568,GJD2,5.3560567
417,ARHGAP25,5.3550167
6323,FBP2,5.3509054
585,RORC,5.343991
303,COL1A1,5.343214
881,ZNF175,5.3426156
5307,APOC2,5.339164
2116,ALDOB,5.339096
992,MICALL2,5.3383474
4532,FCGR1A,5.334472
6357,KRT1,5.3336573
56,JUN,5.3326387
6322,UBE2B,5.3317
4717,DYNLL1,5.3312173
3040,SYT6,5.325996
4316,TNFRSF1A,5.3238425
3869,FGF10,5.321158
1412,NCF4,5.3195496
1144,TCEA2,5.3194385
603,EMC1,5.3175836
383,ATF6,5.315627
5381,LY6G6D,5.315498
5433,LRFN5,5.315464
2825,MAGOH,5.314201
6376,CSMD2,5.3098564
1422,TPT1,5.306954
3587,DUPD1,5.305238
4332,SERPINA7,5.300429
710,KCTD5,5.2996893
1450,MTHFS,5.298795
3891,YJEFN3,5.297575
298,BMP15,5.294904
2645,MME,5.294513
5399,MGP,5.2935023
4288,WNK1,5.292908
1425,CST4,5.2911606
5258,FCRL5,5.2902865
5098,TNFRSF10B,5.2886662
3898,FAM221A,5.286464
954,SAP18,5.2818546
6038,THBS3,5.2808924
2848,GFPT1,5.2770925
5133,LCN8,5.2749143
2564,RPSA,5.274398
5560,CETP,5.2724223
4646,MASP1,5.2721567
5599,LRFN2,5.271866
2800,EXOSC5,5.271297
3434,SAMD12,5.270313
6375,UBXN4,5.269336
3734,INIP,5.268654
4690,MAPK8,5.2682753
108,SCIMP,5.266747
3748,HACL1,5.265511
2860,LRATD2,5.2643476
2046,MAP1LC3A,5.261288
2588,POLR2I,5.2571664
1747,OLR1,5.2549458
6060,NDUFAF8,5.249421
2985,MAGED1,5.2455444
2515,CDH12,5.244047
4218,ANKMY2,5.243332
2557,JUND,5.240392
1041,PRKG1,5.2332463
2252,ARF5,5.2330317
6214,GPX5,5.2281694
5654,NDUFB11,5.226541
642,TRA2B,5.2257056
4802,ICAM1,5.224479
1921,IL1F10,5.2217
3216,ARNT,5.220811
5043,MMP16,5.2193303
3374,MED11,5.2147326
822,SETD2,5.2126975
647,DDX58,5.212351
3018,COQ7,5.2120113
3017,ALDH7A1,5.2081747
488,HAVCR2,5.207504
3231,MAP4K5,5.20728
1801,GDF10,5.2063556
4459,HP,5.2018256
3543,EFCAB1,5.201799
1762,BPIFA2,5.2014303
14,MUTYH,5.1970735
982,SPN,5.1931267
5539,GALNT1,5.1925125
473,POLR3F,5.1918597
3668,NTAN1,5.191471
2203,SEPTIN3,5.1842184
4689,MATK,5.1840672
2543,IRF4,5.1822433
5997,CACNA2D3,5.1802397
1056,SOST,5.180209
281,TLR4,5.180071
1081,MDM2,5.1680713
3721,ACOT12,5.1656785
1011,GCK,5.1635246
99,MMP10,5.157738
3253,SUMO4,5.1568794
2597,HABP2,5.1568017
3398,PPP1R10,5.1500664
4160,PDHA2,5.148732
3811,APOE,5.146628
4738,FGF6,5.143497
3166,PPM1G,5.143021
1199,NECTIN3,5.1424575
3195,ITGA3|ITGB1,5.1418567
291,SPATA20,5.140878
5001,NRCAM,5.1362195
2295,CHST4,5.1324368
5473,GFRAL,5.131816
5445,BRICD5,5.130015
5444,POGLUT2,5.127981
688,NR5A2,5.127136
5049,CD86,5.1264024
3953,EMC10,5.12375
2012,GABARAP,5.122449
3094,CDH13,5.1198034
403,CREB3L4,5.119643
4880,BMPR2,5.118532
479,GALE,5.118227
269,UCMA,5.1172247
3623,NECAB3,5.116767
5316,TAPBPL,5.11656
3151,ABHD4,5.1145806
5723,COX5B,5.1120796
3982,PRPF18,5.1097517
2064,PNPO,5.108578
1956,EGFL6,5.106272
179,IGSF11,5.104398
3588,HSPB3,5.103967
706,KLHL13,5.1037593
4920,BIRC3,5.0992064
1929,EIF4EBP1,5.0983224
409,APOA5,5.098141
3868,RDH13,5.0979934
2065,SMNDC1,5.096065
4290,TNFSF9,5.0958204
2268,DDX19A,5.0951743
2998,HCLS1,5.093778
5917,QSOX2,5.0905333
5676,LIF,5.0899024
5627,QKI,5.0816417
467,INA,5.080618
949,NLRP10,5.0789056
1529,FBXO3,5.075848
4040,REPS2,5.07256
2145,SH3GLB2,5.0690856
1428,IL18R1,5.0690303
4001,APCS,5.0686555
5879,C11orf68,5.0665812
5629,PRG2,5.064546
4483,IDUA,5.056704
5795,MRPL14,5.0507956
806,JARID2,5.0500717
3595,KCNRG,5.0498347
1263,PPP2R3A,5.049453
5434,GALNT3,5.0478563
5331,WFDC3,5.0462656
6111,CD63,5.0438404
3969,GIMAP7,5.0436726
2157,OMP,5.040762
5137,PSG4,5.0402336
1193,PLPP4,5.040006
748,WRNIP1,5.039427
2918,SNRPE,5.0391307
5101,MINPP1,5.0376477
3108,FUT7,5.037643
1165,TRADD,5.0360937
6196,PCSK1N,5.034258
6332,TDO2,5.027499
5898,PRSS57,5.026995
2052,ECHS1,5.023048
5945,GPC1,5.0216355
1918,SYNJ2BP,5.018809
5013,TNFRSF12A,5.0090494
5501,FUT9,5.0050373
2744,CNTN6,5.004721
743,PBRM1,5.0040627
3556,NEUROG1,4.9999933
6255,PRR27,4.9990673
1432,IL13,4.995812
3339,XBP1,4.9947977
1697,FCN1,4.9922304
1994,WBP2,4.990564
2059,IMPA1,4.9901724
5210,CD70,4.9883127
4984,IL7R,4.984373
5353,SDHAF2,4.9828577
84,APOM,4.9773297
1600,GAS6,4.977218
5734,SCN4B,4.973303
4528,CNTN5,4.9715385
3337,TCF21,4.966105
891,PLEKHA7,4.9638753
6032,FCRL4,4.9542537
905,APBB2,4.9541674
799,NRBP1,4.952121
3825,KLC3,4.9465103
1268,ELANE,4.9455657
4990,KIR2DL4,4.9453807
4540,LRP8,4.9446645
4337,TNC,4.941138
6143,TREM1,4.93877
3319,ADAT1,4.938719
2709,IMPACT,4.937328
2060,CUL1,4.9347286
1404,IL1RAP,4.933442
994,IFI16,4.93173
6015,G0S2,4.9307284
4456,PRSS1,4.930552
6274,RPS4X,4.930103
5244,NELL2,4.9296565
3908,NDRG2,4.9229546
5358,PCYOX1,4.919592
2811,EGLN3,4.9172187
4544,NTN4,4.917088
3103,FCGRT,4.9118342
4741,IL17D,4.9084635
4630,CCL17,4.9079967
4478,CD4,4.9072857
6339,OAZ1,4.904944
1948,NLGN3,4.904783
952,SLC5A5,4.903349
1845,GSTZ1,4.9029903
888,PTGFRN,4.897807
4875,EPHA2,4.8923965
675,MOB1A,4.889821
900,CYTH4,4.888967
4284,PTPRN,4.88892
3761,SH3BP5,4.887155
3370,LDB2,4.885888
5554,SYT7,4.8838167
174,TMX2,4.883582
1512,DYNLT1,4.8823714
4414,PROC,4.87877
4752,TGFB2,4.8771677
581,MET,4.8764324
4387,KPNA2,4.8761835
2293,CEACAM8,4.8741403
6031,RIPK2,4.87036
6204,CTSK,4.869346
2025,ARG2,4.8684125
6348,SPOCK3,4.865877
5523,LILRA6,4.864067
1497,SRXN1,4.863635
550,P4HA1,4.861368
5822,DLG4,4.85813
3188,TIA1,4.857978
2186,MRAS,4.854679
2621,AMIGO1,4.853056
227,SIGLEC15,4.8518615
1022,CUL9,4.8507757
494,APOL1,4.8506293
4978,GPNMB,4.8470483
333,CLEC12A,4.845261
1609,LCAT,4.840957
5563,MSRA,4.8397527
1427,XCL1,4.8396792
6209,UMOD,4.833885
6181,EYS,4.8309717
1849,RAB4A,4.829068
3186,PICK1,4.828944
4319,DCN,4.826989
4899,IGHD,4.823793
3241,COL18A1,4.8237534
5288,P3H1,4.8202753
1426,FCN3,4.8181515
1596,FABP4,4.816881
5383,PMEL,4.8166494
4463,FGF5,4.8135734
4944,MAPK13,4.811018
4642,CAMK1,4.8081746
5417,STOML2,4.8044567
3418,TGFBR1,4.8020873
1889,CLPP,4.800006
4084,OSBP,4.799035
2066,SDCBP,4.796726
3026,EDEM2,4.7962976
2219,GMDS,4.7922444
1316,FLRT1,4.789395
4728,PSMD7,4.7827377
3482,ZSWIM7,4.7812715
1027,TP53I11,4.78072
4476,DIABLO,4.7788253
5100,RYK,4.778457
226,GCNT4,4.777231
5567,CPN1,4.776641
793,ATG5,4.776112
2752,MAG,4.7730985
3631,KCTD17,4.7705398
5785,DNAJB12,4.7676816
5025,IMPDH1,4.7643056
2901,SAR1B,4.7632513
1962,SUFU,4.763173
2503,PCNA,4.762054
1647,REG3G,4.7603483
1287,KLK3,4.75945
1648,VNN2,4.7562456
4266,CRTC3,4.755939
5839,SSR1,4.755511
521,FKBP1B,4.7551
4367,AGRP,4.752296
1742,TXLNA,4.75025
2966,MSI2,4.7463546
1337,DPY30,4.7458076
2563,DLG2,4.7447057
263,PLAAT4,4.739176
338,CREB3L1,4.7389174
2899,PHB2,4.7379093
970,TEAD3,4.7351904
73,NPDC1,4.7280207
4649,HGFAC,4.7255015
2828,UNC119B,4.7219477
1930,AKR1C3,4.7189
3738,SDHAF4,4.71767
6010,STIM1,4.7151957
2799,PSMG4,4.7100315
1254,MACROD1,4.705335
2201,PAX8,4.704704
4305,LAYN,4.704677
416,CSNK2B,4.7002487
1352,HSD17B14,4.6980867
3479,ZNF263,4.696769
4981,IL20RA,4.694182
3161,MMADHC,4.6918797
3685,TCEA3,4.6910133
34,RBBP9,4.6907954
640,APOF,4.688369
3669,NOSIP,4.6850967
2390,PSTPIP1,4.6828327
361,TCN1,4.6806083
5533,BTN3A1,4.6785393
2750,FZD8,4.6745615
5530,MAN1B1,4.674141
2249,AP1S2,4.6732426
4943,MAPK12,4.6725163
453,CARD9,4.669085
1216,RACGAP1,4.6658545
2717,CD6,4.664684
6036,MAP4K3,4.660802
471,PYGL,4.659165
6114,UBE2G2,4.658933
5733,LRFN1,4.654036
1732,BMP8B,4.652337
3612,NT5C1A,4.650401
2950,ARC,4.6474433
33,FANCL,4.646512
4550,ABL2,4.6461062
2801,RYBP,4.6411066
2567,HLA-G,4.6398716
3966,TMX1,4.6397247
1976,ING4,4.6388755
2654,DPYSL4,4.635628
6239,VCAN,4.6337857
5248,PTPRS,4.6329746
5716,ST6GALNAC1,4.629895
6141,CTSO,4.6298256
6120,EPHB3,4.621228
208,CLEC4G,4.6211967
2965,CYTH3,4.616922
2193,PALM,4.6164126
2191,NRGN,4.6139936
5730,DLG3,4.6130185
9,KCNAB2,4.612088
971,CASS4,4.6102853
4575,PAK5,4.6097326
1171,RPRD1A,4.609138
3804,GRM4,4.607845
2549,DEFA1,4.6069145
2887,NUBP1,4.6067014
1951,SFRP4,4.6011777
776,ARL3,4.600474
1141,KIN,4.597593
1322,CA6,4.5974793
4722,MBD4,4.5914006
3834,DAPK3,4.587821
4229,SAG,4.587736
3240,PPM1B,4.583811
400,TNR,4.5800653
5403,EXTL2,4.578304
6161,TMED4,4.5777383
3100,METRNL,4.5766535
4448,IL19,4.575985
4286,SRY,4.575291
2214,PRPS2,4.573976
6342,FOXG1,4.5686226
2445,NXT2,4.567695
1264,CA10,4.562944
145,RAET1L,4.5585
1573,AGO3,4.5583525
4004,EPS8L2,4.554965
517,SYTL4,4.5539813
37,TDP1,4.5442567
3249,ZBTB16,4.543555
4274,HLA-E,4.5410557
1816,DEFA5,4.537449
4670,PTGS2,4.536298
2062,SCAND1,4.534837
3433,SLC25A38,4.533336
5366,PTX3,4.529437
3001,KLK2,4.525736
4612,BIRC5,4.5220437
2176,TRIAP1,4.5208473
3495,NXPH1,4.518562
143,NDUFS4,4.5176215
3136,USP22,4.514126
6138,NPTX1,4.5098605
6109,TFF1,4.508836
4382,AIF1,4.5081997
4490,CTSA,4.508192
5053,CCNB1,4.50772
6104,SLC26A5,4.5072713
2195,STXBP6,4.5054183
2629,DPYS,4.5045776
4913,ERAP1,4.5038986
5061,NLGN4X,4.502708
5553,SERPINI2,4.5002995
5820,KCNE3,4.4997168
5402,OBP2A,4.4954443
385,GABBR1,4.495408
5853,ALK,4.4953203
4062,FCRLA,4.489827
348,TXNDC5,4.486489
903,ITGB2,4.484853
4666,PYY,4.482885
3712,CTAG1A,4.482655
1393,TACSTD2,4.4821095
4997,NCR1,4.48037
3570,NIPSNAP3B,4.477248
1714,MOG,4.475112
3123,GNE,4.4715705
2536,CR1,4.471018
6061,ROS1,4.467539
4872,SFN,4.4660487
325,THSD7A,4.463249
1835,PDZK1,4.456208
5428,LAMA4,4.4561944
5008,SLAMF6,4.456162
3920,BCAP31,4.4551263
3590,GSTA2,4.4545655
4885,INS,4.453096
1800,BMP3,4.450724
6048,PLXNA1,4.4499965
5362,MFAP5,4.4488473
3572,PMF1,4.4475093
4481,CD33,4.4464335
4538,IL24,4.443381
2051,GGPS1,4.4427476
5735,S100A7,4.4426956
4876,CSF3,4.4388494
5159,CBLN4,4.4383235
834,ECH1,4.4378414
1634,AMBP,4.437039
5209,NGF,4.4326487
1654,CD248,4.42634
1414,OSM,4.423827
987,SV2A,4.423719
5185,C1GALT1C1,4.4215584
4859,LTA,4.419637
576,LCN1,4.4176664
2389,RPS19,4.411442
6205,DGCR6,4.4074965
5621,IGFLR1,4.4071355
4707,PSMA1,4.4069047
1471,H3C1,4.3988643
4974,CD55,4.3963394
747,THRA,4.3961167
4681,FGFR2,4.392262
6363,DUSP28,4.390003
3301,ELL3,4.3894377
4258,MPO,4.3841796
5333,CCDC126,4.3824253
5825,SPACA3,4.3784223
1876,KIR2DL3,4.3778515
4370,COMMD7,4.37737
5163,TNF,4.3773613
5123,GNRH1,4.376763
3817,PPARG,4.3760777
5826,EID3,4.371901
4050,ZHX2,4.371041
452,KMT2C,4.3676744
3806,IFNE,4.3672495
6188,KITLG,4.3646116
1382,MED4,4.364482
4775,L1CAM,4.362859
4814,COLEC11,4.362119
337,SIT1,4.355753
4986,LILRB2,4.347331
757,PURA,4.347044
1757,GHRH,4.345016
5969,IFNGR2,4.343028
4792,LCORL,4.3409777
5854,PTPRJ,4.3396263
2412,NUDT1,4.3392878
902,BRDT,4.337575
5006,SEMA6A,4.335553
2339,TLR5,4.3259125
3905,USF2,4.3233585
4804,GDF15,4.3209887
709,STAU1,4.319522
2963,SPECC1,4.318251
4725,NAGK,4.316474
2042,TAGLN3,4.315464
4973,CD83,4.3141513
2809,SNRNP25,4.3136125
1602,GSTM1,4.312341
359,ERN1,4.3105345
604,TJP1,4.309674
2502,MATN3,4.3076143
2719,CD28,4.3027883
2653,RXRA,4.3020754
5976,MTX2,4.301275
124,KLRC4,4.3008003
3010,CD82,4.2995143
584,PPARGC1A,4.297823
2146,CHMP1A,4.2946963
549,DTX3L,4.2944617
5079,CST1,4.2913995
2129,HBQ1,4.290469
1198,HTR2A,4.289736
4795,DCTPP1,4.2890635
4439,TGFBR3,4.288721
2725,SLAMF9,4.288169
4,GUCA1A,4.2881646
787,ERCC1,4.286951
2748,CLEC9A,4.282116
4980,IL17RB,4.281888
1362,SMURF2,4.277858
4584,PTPN2,4.2761273
4342,CCN3,4.273161
2144,SRA1,4.269967
4155,CATIP,4.26703
1574,FTL,4.2651176
6207,C4BPA,4.263774
4851,SH2D1A,4.263593
1089,DEFB113,4.2631845
313,COL6A5,4.2619734
3403,GINS1,4.260194
2493,HNRNPK,4.2595263
1398,KLK5,4.256667
782,FEN1,4.256465
5775,NAALAD2,4.2547383
5783,GAPDHS,4.2533245
5204,DEFB104A,4.251845
1519,SEMA6C,4.2510805
2409,POLR2J,4.2490764
1473,IL36B,4.248102
511,ISL1,4.240641
23,WNT10A,4.240023
4682,FGR,4.238989
5788,ACP7,4.2383084
28,TERF1,4.237998
4781,PES1,4.233882
3237,PON2,4.228817
3499,BIK,4.228488
3443,SPI1,4.2278147
1319,IL22,4.2251973
3838,PWWP2B,4.2245812
925,GPCPD1,4.223306
489,ZNF174,4.2203064
1904,BDH2,4.2202983
2545,IL15,4.219554
4593,CDK1|CCNB1,4.21781
5832,NR4A1,4.2165656
12,HOGA1,4.2150903
4922,DBNL,4.21454
5524,ERO1A,4.2131014
5515,SEMA7A,4.2093573
5779,ERO1B,4.2061825
1197,REPIN1,4.2031517
3842,TTC25,4.201612
4333,TNFSF18,4.2016096
374,SUN5,4.2016034
5234,PEX5,4.2008295
1725,SORCS3,4.1981506
4853,SORCS2,4.191831
2395,MARCKSL1,4.1914577
3661,VCX,4.190568
160,ST6GALNAC3,4.1901994
4142,SPCS1,4.1876025
2937,GTF2E2,4.1812286
1436,CBR3,4.180557
3773,NCKIPSD,4.18044
1019,SRSF7,4.1790504
589,TNFRSF18,4.1785655
4073,KLHL3,4.177871
4937,HRG,4.1777945
3936,FAM89B,4.1762495
2468,MAFG,4.1722636
4452,MB,4.1697097
4972,CD244,4.1674376
4150,DPH7,4.165913
6078,JAKMIP3,4.163364
1558,IGF2,4.1528854
4638,SERPINA1,4.1470118
1405,IL7,4.146076
3225,ICA1,4.142352
1635,ADAM15,4.135826
6341,ERCC4,4.1307373
1241,GRB14,4.127769
1341,GABBR2,4.127718
2947,HLF,4.127625
4238,UBAC1,4.127606
1717,PDCD1,4.122285
3503,DAG1,4.121179
5371,ARHGDIA,4.119899
4840,ADGRE2,4.119767
4568,GZMH,4.118965
1791,LRP10,4.1166077
5218,NOG,4.1158223
2857,PSMG2,4.1156774
5131,NTNG1,4.115541
3312,FOXP3,4.113662
4283,PRAME,4.1092076
1643,HEXB,4.1089344
4146,TCEAL2,4.106705
2489,CHEK2,4.10561
5354,IFNA16,4.099722
1936,ACADS,4.099331
1995,TIMELESS,4.095569
5869,APOH,4.094893
2495,JPT1,4.0917397
6030,DUSP26,4.0908175
646,CBR1,4.0873785
5908,LHB,4.08669
2086,S100A16,4.0860434
4796,PTPN6,4.086042
6253,CSMD1,4.082343
5957,ERLIN1,4.077988
944,RNPC3,4.0768504
6263,FAF2,4.075739
6022,CLCA2,4.0746527
5305,GGT2,4.074212
3371,LMO3,4.072635
2681,HHEX,4.0700684
5810,LGALS1,4.069924
4881,NTRK2,4.0699086
3782,CPNE6,4.0679636
5224,ARG1,4.067811
4764,CFL1,4.0638933
1461,IFNA10,4.062976
496,FABP1,4.0610847
4569,HCK,4.0609994
19,TP63,4.0592976
5580,PCDHGA2,4.056189
3514,TRIM62,4.055145
2767,MDP1,4.0530167
153,MPZ,4.0527797
1126,FNDC4,4.0506043
1756,GIP,4.0503335
3424,ULBP2,4.04558
4785,PSMA2,4.0448294
2907,KPNA5,4.043533
5807,SPINK9,4.0434713
1738,INHBC,4.042882
1242,ATG4B,4.0416074
5592,IFNLR1,4.0392385
329,SMARCC1,4.0387983
1741,PGR,4.0385413
4772,IL1RL1,4.038222
2768,TCEAL1,4.0371046
1186,KCNN1,4.03577
4930,FGFR4,4.033362
1755,EPHA4,4.0330276
398,NOTCH2,4.031077
529,PRC1,4.030406
3865,CXCL16,4.025167
4458,FASLG,4.0238986
2731,DEFA3,4.0232153
4942,MAPK11,4.0213666
4607,BCAN,4.020875
4830,MMP12,4.0107546
6108,DSCAM,4.0104647
1296,GZMA,4.007536
4492,ENTPD1,4.0073013
6197,MGAT4A,4.0069723
2673,COMMD6,4.005951
3365,CSNK1A1L,4.005588
4454,PTN,4.005116
1990,SEPTIN6,4.00484
3551,LMO4,4.0043783
3345,TLK1,4.0010643
727,TAX1BP3,3.9948864
5713,SIGLEC8,3.992882
3180,SIAH1,3.9907157
207,RAB3D,3.988975
5135,RNASE6,3.9888434
5514,TSR3,3.9874675
3372,LYRM1,3.985514
1231,CYTIP,3.9844668
1490,MOCS3,3.9844022
2110,SMS,3.9838033
3489,CCL7,3.9803362
1859,RNASET2,3.9785955
340,PUS1,3.977376
5519,C20orf173,3.9722586
4277,LDB1,3.9722269
5115,LAT2,3.9706616
1061,LYPD3,3.9694383
1392,VEGFA,3.9676237
5380,TAC4,3.964422
373,MADCAM1,3.9643857
5817,PVR,3.961277
423,NHEJ1,3.9586403
2490,HIPK3,3.9570203
1417,MAGI2,3.9569566
830,TSTA3,3.9565723
1592,DDR2,3.9564664
1181,UTS2R,3.956317
3894,MORF4L2,3.9557402
418,LILRB3,3.9532378
1420,CA4,3.9516783
4897,CGA|CGB3|CGB7,3.9507196
6162,NMB,3.945103
2319,KRT16,3.944957
3099,PCDH12,3.944371
4515,SEMA3A,3.9391062
690,GSTA1,3.9376552
765,VRK1,3.937337
590,PIEZO1,3.937165
6182,IL21R,3.936854
3740,GALK2,3.935886
4145,FTHL17,3.9352398
4969,CD274,3.933421
6228,PTK7,3.9321988
4656,CADM3,3.9244354
1445,GNLY,3.921833
3689,SHD,3.9160151
1409,IL15RA,3.912442
2987,PCDH17,3.9117124
2822,POLR2J2,3.9100876
490,SPOCK1,3.9080114
250,GNGT2,3.9075048
93,INSL5,3.9074695
4836,CDON,3.905272
5705,SCO1,3.9041998
445,ATF6B,3.9039352
1168,SATB1,3.9018621
5385,IGLON5,3.90149
2556,ASB9,3.9001176
2813,RP9,3.8937712
122,BMPR1B,3.8927033
1256,NCL,3.8916292
962,BAG4,3.8906121
4595,CSNK2A1,3.888775
3023,ST8SIA1,3.8875804
3227,ITGA6,3.8834617
1508,VPS29,3.882258
2429,ATOX1,3.8819714
5352,GKN2,3.8817146
1038,RFK,3.8786807
4436,PDCD1LG2,3.877231
2933,UBA5,3.8765585
5584,VAPB,3.8747816
493,ELL2,3.874633
270,GH2,3.8745239
5054,DLL1,3.8740342
1768,CDH6,3.871365
5327,ADAMTSL2,3.8711112
5246,ST6GAL1,3.8707457
3310,FOSL2,3.8700032
3036,LSP1,3.868903
3702,ZKSCAN7,3.867878
5237,FTH1|FTL,3.8659766
1789,GSN,3.8655002
2310,GPX2,3.8650024
1277,IL5RA,3.8644745
4673,ANGPTL4,3.8604505
3646,CDC42EP4,3.858409
2,ZNF41,3.8538868
4171,ZW10,3.851936
0,CRYBB2,3.8496618
5573,LEG1,3.8489525
5642,FMR1,3.8489487
2471,DENR,3.846861
837,ILF2,3.8463109
4364,ACVR1B,3.8458502
836,PTPN13,3.841989
2850,MAD2L1BP,3.8398237
4852,SLITRK5,3.8337488
4344,SIGLEC7,3.8269458
6260,CCNB1IP1,3.8250566
5658,ITGB5,3.8240252
6319,DHPS,3.821951
1243,RBBP5,3.817088
1464,HHLA2,3.815238
3043,MUSTN1,3.8143322
4947,MSN,3.8133802
3769,SPDL1,3.8095896
3492,HMGB2,3.8092012
3422,ROBO2,3.8072922
950,APBB1,3.8062735
1999,PPP1R1A,3.805785
2703,NSMCE1,3.800146
5144,F13B,3.7976696
4318,TNFRSF17,3.7933543
2657,GID8,3.7917445
6217,DEFB125,3.7900705
2737,MFAP3,3.788275
1046,VARS1,3.7870197
1079,SEMA5A,3.7855341
134,MFAP2,3.7820036
3075,SRM,3.780041
5188,KRTDAP,3.7795324
924,ZBTB33,3.777497
4111,VANGL1,3.776911
1502,NFATC1,3.776116
287,SVEP1,3.774833
3087,ADAM28,3.774562
720,GLRX2,3.7744727
3130,BAP1,3.773093
2720,IL1RAPL1,3.7728174
3652,SYAP1,3.7724512
3863,GTF2E1,3.7722185
4225,PRMT2,3.7719572
6349,TNKS,3.7710938
4314,ICAM3,3.7709007
1068,CHKB,3.7681878
3644,DAZAP1,3.7660587
5449,APLN,3.765121
2006,USH1C,3.7637215
4736,CCL24,3.7624197
2832,CFAP36,3.762395
1042,CCS,3.7623258
5303,PCDHGA10,3.7621887
1856,LAMP1,3.7621458
1397,CST7,3.761728
5496,CD74,3.7607834
1594,KL,3.7597644
3447,SULT6B1,3.7583508
4746,NTF3,3.7539182
4354,GDF11|MSTN,3.7517982
5411,PRNP,3.7499382
6069,SLC16A3,3.7495122
4315,PLAUR,3.7467067
4015,EOLA1,3.745337
173,SFTPB,3.744432
1121,IQCF3,3.7442372
2346,MECP2,3.7420568
6133,MYDGF,3.7365103
5834,LIPN,3.7359369
2915,MAT1A,3.7349215
3341,GUCA1B,3.7309225
520,ZNF10,3.7290492
996,DGKB,3.7259376
2488,HAT1,3.725493
6354,S100P,3.7235057
5725,DPP10,3.7201595
1142,LTB4R,3.7194915
3827,RPP25L,3.7191925
305,DEFB116,3.7174003
4618,AGT,3.7162902
2587,RBP2,3.7150795
2634,MEOX1,3.7146342
4430,IL1RL2,3.7135592
6353,SOS1,3.7075515
681,ARL11,3.706728
4429,IL17RA,3.7044048
4211,PRX,3.700991
2368,TIAL1,3.6980567
1637,DPP4,3.6966898
1813,REG1B,3.6939087
1395,MPDZ,3.6917088
1752,GRAP2,3.6890926
2812,SIX6,3.68848
5771,B3GNT2,3.6881952
5882,DEFB119,3.6877058
304,ANGPTL1,3.686506
5535,MATN4,3.684203
1701,GLA,3.6820931
3469,TRIM9,3.6799586
3916,TTC9,3.6779754
1829,CFHR3,3.6774838
4904,MMP1,3.677219
5590,CHST3,3.6740756
2182,ANXA8,3.6705031
752,CDC34,3.6703196
1472,ISG15,3.6694734
3215,APBB1IP,3.6693404
2478,MYL7,3.6667101
5002,CD200,3.6622307
5436,FAM174A,3.6581676
5937,ZPBP,3.6566339
2708,FAM50A,3.6540697
2181,ZWINT,3.6523347
5469,CD164L2,3.6505957
5546,CABLES2,3.650344
650,RNPEP,3.6502125
4739,FST,3.6496973
3899,CRYGA,3.6463516
1802,NPPB,3.644084
